Time,MPEntropy
0.333333,-234630.9055610732
0.666667,-253203.8351831615
1.0,-258672.809137125
1.333333,-260815.82458146042
1.666667,-267926.7441250442
2.0,-264634.1343797804
2.333333,-265251.7572794864
2.666667,-270375.9622776036
3.0,-260015.62257850988
3.333333,-234256.4642111817
3.666667,-228848.44864981555
4.0,-220464.7339092648
4.3333330000000005,-219302.3118709237
4.6666669999999995,-217429.40560513368
5.0,-216388.50771342267
5.3333330000000005,-252390.4869402803
5.6666669999999995,-244775.7759303741
6.0,-252215.84698104076
6.3333330000000005,-265116.14358968096
6.6666669999999995,-270376.10247208324
7.0,-267094.72304161737
7.3333330000000005,-259265.24201689818
7.6666669999999995,-262226.1293741948
8.0,-249233.10491063964
8.333333,-234938.51990357827
8.666667,-255696.18647829315
9.0,-259427.5879699829
9.333333,-260726.00187948407
9.666667,-245713.06457274547
10.0,-232319.75572768203
